user_id,latitude,longitude,timestamp
88,17.33081339,97.14314935,4/6/2020 6:15
90,15.37808373,95.88869019,4/4/2020 11:56
125,17.90610003,96.96337843,4/8/2020 19:41
310,16.53314646,96.9945883,4/3/2020 7:53
383,17.63098084,96.58006408,4/8/2020 11:39
297,17.92122401,95.37302088,4/4/2020 17:33
227,17.76268816,96.11903858,4/4/2020 0:58
56,17.80109322,94.89012749,4/7/2020 0:02
491,17.09994598,95.09746853,4/7/2020 14:33
18,17.05922002,96.04116039,4/8/2020 21:58
167,17.96523096,94.78918906,4/5/2020 9:49
307,17.7458209,95.57714974,4/7/2020 16:06
365,16.86123133,94.31205985,4/8/2020 5:43
201,15.50472857,95.81834477,4/6/2020 16:54
409,17.22025762,96.73953349,4/5/2020 16:12
354,17.91479452,97.10918888,4/2/2020 9:08
306,15.42342851,96.12913266,4/6/2020 11:35
92,17.5412479,95.37027476,4/7/2020 15:39
477,17.39087956,94.58942718,4/6/2020 10:10
251,15.48221357,96.80078946,4/4/2020 22:00
29,17.64433207,96.50392561,4/7/2020 3:54
476,17.10554582,95.56036398,4/2/2020 14:11
273,16.4238161,96.95320754,4/4/2020 1:56
346,17.36072111,95.09948947,4/5/2020 16:25
294,15.30503627,95.80944958,4/8/2020 13:44
66,17.42355065,95.84523829,4/4/2020 9:09
265,16.2119732,94.62072516,4/8/2020 20:28
407,16.00951327,97.3954366,4/7/2020 13:16
184,16.94715323,96.10662846,4/2/2020 3:13
130,17.44797628,94.78579564,4/5/2020 6:14
216,15.39556947,95.271015,4/8/2020 18:08
241,16.27104929,96.15528967,4/6/2020 23:07
268,18.2795433,95.12393259,4/8/2020 10:58
293,16.39128166,95.80413037,4/5/2020 0:33
230,16.33645141,95.22162127,4/7/2020 0:11
102,17.88350119,94.96595114,4/5/2020 18:25
416,16.97737554,95.73768912,4/2/2020 2:54
362,18.32918161,96.20955367,4/7/2020 9:05
426,18.29035117,96.08513356,4/6/2020 12:42
36,16.35878123,94.97685661,4/4/2020 8:28
474,17.60742927,97.28309396,4/2/2020 23:34
93,16.28595291,95.27287295,4/5/2020 1:22
2,17.20234059,97.73815487,4/5/2020 17:28
251,15.3554971,96.31676609,4/3/2020 8:47
360,15.5441605,96.87211441,4/8/2020 3:21
77,17.89799022,97.60532883,4/2/2020 0:42
9,15.94020384,95.68626949,4/8/2020 15:27
357,17.27295608,97.48661428,4/6/2020 6:35
383,18.21930481,94.97735711,4/7/2020 0:42
235,17.28536785,97.03170551,4/2/2020 19:15
28,17.47163832,96.92125549,4/7/2020 18:49
114,18.41873913,95.4071321,4/3/2020 7:20
486,18.23396137,96.59807647,4/7/2020 20:38
217,16.89245721,95.3354199,4/8/2020 13:56
260,17.34433448,94.5768467,4/5/2020 12:16
30,15.87456884,94.8424745,4/2/2020 1:17
198,16.74950738,94.56533244,4/5/2020 8:09
449,16.04310984,95.2801648,4/3/2020 21:22
137,16.33535181,96.83309869,4/2/2020 20:16
437,17.052666,94.34463541,4/4/2020 19:32
122,18.44156801,95.43835629,4/2/2020 17:23
174,18.54126162,96.47253823,4/6/2020 18:09
151,18.03903391,96.66460004,4/5/2020 6:44
209,17.77565844,97.10627882,4/2/2020 0:24
15,15.78469466,97.08271206,4/5/2020 16:47
265,16.18469879,95.42533132,4/8/2020 7:23
156,18.45214456,96.13547243,4/2/2020 6:36
259,16.11156381,95.0731599,4/8/2020 20:49
477,15.81414903,95.43371732,4/2/2020 1:49
35,16.46496958,95.91817724,4/2/2020 3:00
342,17.69987703,96.79172738,4/3/2020 11:35
498,16.54748395,95.53278709,4/3/2020 9:58
422,16.47625515,97.09821844,4/4/2020 22:36
73,15.6419434,96.40272006,4/5/2020 5:24
394,16.24267956,95.51361025,4/3/2020 0:12
23,15.53471301,96.06193041,4/7/2020 4:09
181,16.78870318,95.57969407,4/7/2020 2:47
370,17.17123661,94.55761951,4/4/2020 5:16
241,16.50692341,96.44258058,4/7/2020 22:51
249,17.35759843,94.90520273,4/6/2020 14:11
7,17.97812892,95.74718021,4/5/2020 13:21
187,17.62114568,96.14966859,4/3/2020 16:21
254,15.72987782,96.86664718,4/6/2020 11:54
114,17.54309897,97.00199334,4/7/2020 18:50
462,15.57590078,95.34555983,4/6/2020 0:14
464,16.93559872,97.86863363,4/6/2020 21:13
380,17.15103638,94.66569202,4/2/2020 17:25
426,18.32971237,96.7936186,4/4/2020 8:17
177,17.5751916,96.27586314,4/8/2020 17:13
500,17.77343019,95.9380738,4/3/2020 14:47
477,17.61562148,96.85016695,4/5/2020 21:26
139,16.51219423,96.6499732,4/6/2020 18:26
238,16.79711894,95.98947823,4/2/2020 23:16
496,16.92908519,97.8426809,4/3/2020 5:15
67,15.71087223,97.47655095,4/5/2020 21:54
20,17.65265945,96.85286613,4/3/2020 7:20
452,15.63621898,97.20836763,4/8/2020 17:05
207,16.93625422,96.5192479,4/4/2020 4:35
139,17.72634374,97.45519417,4/5/2020 14:56
450,15.40667008,95.83005518,4/5/2020 19:14
100,16.716065,95.18275907,4/4/2020 7:12
4,17.36669077,95.22664394,4/4/2020 1:34
22,18.4973864,96.05972097,4/7/2020 10:56
392,15.87888186,96.12240732,4/3/2020 6:07
464,15.7893834,96.0159226,4/3/2020 23:55
46,17.87476158,97.68557915,4/3/2020 23:38
308,15.97343337,95.0811851,4/7/2020 7:42
350,15.95750655,97.76146729,4/7/2020 21:26
66,17.11332006,95.90809415,4/6/2020 3:17
49,16.19700885,96.63633745,4/8/2020 0:18
114,18.07033441,96.5296337,4/3/2020 4:35
40,15.53230256,96.34358719,4/4/2020 8:29
184,18.51253797,95.90493028,4/4/2020 12:02
166,15.77522394,96.56570863,4/6/2020 3:40
332,16.72291856,96.04286245,4/3/2020 7:15
313,17.98876092,97.29622875,4/6/2020 12:08
257,16.14788301,94.63999048,4/6/2020 0:52
317,15.68416317,96.2833425,4/6/2020 12:29
358,16.23041495,97.33568446,4/7/2020 8:23
235,17.52183966,94.60673714,4/2/2020 10:49
237,17.5919002,96.92962844,4/8/2020 17:47
438,16.35219843,95.41666044,4/7/2020 6:17
296,15.9175092,96.4713339,4/7/2020 23:02
497,16.50836614,96.61935104,4/6/2020 20:42
181,16.0678448,94.57667364,4/3/2020 5:13
244,16.23551361,97.00472304,4/5/2020 7:33
